insee_com,Année,nb_deces
28100,2021,3
28100,2022,1
28100,2023,2
28102,2018,3
28102,2019,7
28102,2020,3
28102,2021,3
28102,2022,5
28102,2023,1
28103,2018,69
28103,2019,66
28103,2020,92
28103,2021,114
28103,2022,82
28103,2023,91
28104,2018,3
28104,2019,3
28104,2020,4
28104,2021,8
28104,2022,7
28104,2023,7
28105,2018,3
28105,2019,2
28105,2020,4
28105,2021,7
28105,2022,4
28106,2018,3
28106,2019,1
28106,2020,4
28106,2021,2
28106,2022,3
28106,2023,5
28107,2018,2
28107,2020,3
28107,2021,3
28107,2022,5
28107,2023,2
28108,2018,3
28108,2019,4
28108,2021,2
28108,2022,2
28108,2023,5
28109,2018,2
28109,2019,4
28109,2020,4
28109,2021,1
28109,2022,4
28109,2023,6
28110,2018,18
28110,2019,31
28110,2020,31
28110,2021,23
28110,2022,24
28110,2023,23
28111,2018,1
28111,2019,4
28111,2020,1
28111,2021,1
28111,2022,2
28111,2023,4
28112,2018,5
28113,2018,11
28113,2019,13
28113,2020,9
28113,2021,11
28113,2022,8
28113,2023,15
28114,2018,1
28114,2023,2
28116,2018,54
28116,2019,40
28116,2020,48
28116,2021,46
28116,2022,47
28116,2023,57
28117,2018,2
28117,2019,4
28117,2020,3
28117,2022,2
28117,2023,3
28118,2018,5
28118,2019,1
28118,2020,2
28118,2021,4
28118,2022,1
28118,2023,4
28119,2018,3
28119,2019,1
28119,2020,2
28119,2021,1
28119,2022,1
28119,2023,1
28120,2018,1
28120,2019,2
28120,2020,4
28120,2021,4
28120,2022,5
28120,2023,4
28121,2018,1
28121,2019,1
28121,2023,1
28122,2018,8
28122,2019,9
28122,2020,7
28122,2021,8
28122,2022,8
28122,2023,14
28123,2018,7
28123,2019,4
28123,2020,10
28123,2021,11
28123,2022,9
28123,2023,4
28124,2018,4
28124,2019,5
28124,2020,2
28124,2021,3
28124,2022,4
28124,2023,3
28126,2018,2
28126,2019,3
28126,2020,2
28126,2021,3
28126,2022,2
28126,2023,2
28127,2018,11
28127,2019,12
28127,2020,12
28127,2021,15
28127,2022,6
28127,2023,5
28128,2019,1
28128,2020,2
28128,2021,2
28128,2022,6
28128,2023,3
28129,2018,3
28129,2019,2
28129,2020,4
28129,2021,4
28129,2022,1
28129,2023,2
28130,2018,6
28130,2019,6
28130,2020,4
28130,2021,15
28130,2022,7
28130,2023,11
28132,2018,4
28132,2019,2
28132,2020,10
28132,2021,5
28132,2022,5
28132,2023,6
28134,2018,242
28134,2019,270
28134,2020,341
28134,2021,287
28134,2022,286
28134,2023,265
28135,2018,6
28135,2019,7
28135,2020,5
28135,2021,8
28135,2022,8
28135,2023,3
28136,2019,2
28136,2020,1
28136,2021,2
28137,2018,3
28137,2019,9
28137,2020,7
28137,2021,7
28137,2022,8
28137,2023,4
28139,2018,2
28139,2019,1
28139,2020,2
28139,2022,1
28139,2023,3
28140,2018,40
28140,2019,40
28140,2020,34
28140,2021,47
28140,2022,41
28140,2023,29
28141,2018,1
28141,2019,2
28141,2020,1
28141,2021,2
28141,2022,2
28141,2023,3
28142,2018,2
28142,2019,1
28142,2020,1
28142,2021,1
28142,2022,1
28142,2023,3
28143,2018,4
28143,2020,3
28143,2022,1
28144,2018,1
28144,2019,2
28144,2021,1
28144,2022,1
28144,2023,1
28146,2018,6
28146,2019,3
28146,2020,4
28146,2021,7
28146,2022,5
28146,2023,9
28147,2018,4
28147,2019,3
28147,2020,2
28147,2021,4
28147,2022,3
28148,2018,4
28148,2019,3
28148,2020,1
28148,2021,4
28148,2022,3
28148,2023,4
28149,2018,10
28149,2019,8
28149,2020,6
28149,2021,13
28149,2022,17
28149,2023,5
28151,2018,1
28151,2021,3
28151,2023,1
28153,2019,1
28153,2020,1
28153,2022,1
28154,2018,23
28154,2019,25
28154,2020,23
28154,2021,31
28154,2022,35
28154,2023,24
28155,2020,4
28155,2023,2
28156,2018,6
28156,2019,12
28156,2020,6
28156,2021,7
28156,2022,10
28156,2023,9
28157,2018,2
28157,2019,1
28157,2020,1
28157,2023,1
28158,2018,7
28158,2019,4
28158,2020,9
28158,2021,2
28158,2022,9
28158,2023,5
28159,2018,2
28159,2019,4
28159,2020,3
28159,2021,5
28159,2022,5
28159,2023,2
28160,2018,2
28160,2019,4
28160,2020,6
28160,2021,5
28160,2022,4
28160,2023,7
28161,2018,8
28161,2019,8
28161,2020,6
28161,2021,4
28161,2022,8
28161,2023,6
28162,2018,4
28162,2019,3
28162,2020,2
28162,2021,4
28162,2023,3
28163,2018,3
28163,2019,2
28163,2020,2
28163,2021,2
28163,2023,3
28164,2018,8
28164,2019,7
28164,2020,4
28164,2021,2
28164,2022,10
28164,2023,8
28165,2018,3
28166,2019,2
28166,2020,1
28166,2021,1
28166,2022,2
28166,2023,4
28167,2018,1
28167,2019,4
28167,2020,2
28167,2021,8
28167,2022,2
28167,2023,2
28168,2018,35
28168,2019,38
28168,2020,47
28168,2021,35
28168,2022,39
28168,2023,44
28169,2018,3
28169,2019,1
28169,2020,1
28169,2021,3
28169,2023,1
28170,2018,2
28170,2019,1
28170,2020,2
28170,2021,2
28170,2022,1
28170,2023,4
28171,2018,3
28171,2019,6
28171,2020,8
28171,2021,4
28171,2022,7
28171,2023,4
28172,2018,5
28172,2019,1
28172,2020,6
28172,2021,1
28172,2022,8
28172,2023,8
28173,2018,18
28173,2019,24
28173,2020,23
28173,2021,24
28173,2022,34
28173,2023,29
28175,2018,1
28175,2019,1
28175,2022,2
28176,2018,4
28176,2019,6
28176,2020,3
28176,2021,6
28176,2022,6
28176,2023,8
28177,2018,2
28177,2019,4
28177,2020,9
28177,2021,5
28177,2022,3
28177,2023,5
28178,2018,1
28178,2020,1
28178,2021,4
28178,2022,5
28178,2023,3
28180,2018,3
28180,2019,2
28180,2020,6
28180,2021,1
28180,2022,4
28180,2023,4
28182,2018,2
28182,2019,2
28182,2021,2
28182,2022,5
28182,2023,2
28183,2018,4
28183,2019,2
28183,2020,10
28183,2021,6
28183,2022,4
28183,2023,4
28184,2018,2
28184,2019,2
28184,2020,6
28184,2022,1
28184,2023,1
28185,2018,4
28185,2019,4
28185,2020,7
28185,2021,5
28185,2022,5
28185,2023,9
28187,2018,2
28187,2019,4
28187,2020,4
28187,2021,1
28187,2022,2
28187,2023,6
28188,2018,3
28188,2019,4
28188,2020,4
28188,2021,6
28188,2022,9
28188,2023,4
28189,2019,1
28189,2020,3
28189,2023,4
28190,2018,2
28190,2019,6
28190,2020,4
28190,2021,2
28190,2022,4
28190,2023,1
28191,2018,23
28191,2019,19
28191,2020,17
28191,2021,21
28191,2022,25
28191,2023,18
28192,2018,2
28192,2019,2
28192,2021,1
28192,2022,4
28192,2023,3
28193,2019,2
28193,2020,1
28193,2021,2
28193,2022,1
28194,2019,6
28194,2020,5
28194,2021,5
28194,2022,2
28194,2023,6
28195,2018,5
28195,2019,6
28195,2020,3
28195,2021,4
28195,2022,3
28195,2023,7
28196,2018,69
28196,2019,60
28196,2020,69
28196,2021,80
28196,2022,80
28196,2023,75
28197,2018,2
28197,2019,1
28197,2020,2
28197,2022,1
28197,2023,1
28198,2018,6
28198,2019,5
28198,2020,5
28198,2021,9
28198,2022,3
28198,2023,5
28199,2018,30
28199,2019,33
28199,2020,41
28199,2021,42
28199,2022,45
28199,2023,37
28200,2018,3
28200,2020,2
28200,2021,5
28200,2022,5
28201,2018,15
28201,2019,14
28201,2020,19
28201,2021,15
28201,2022,23
28201,2023,16
28202,2018,6
28202,2019,1
28202,2020,7
28202,2021,4
28202,2022,9
28202,2023,3
28203,2018,5
28203,2019,3
28203,2020,2
28203,2021,4
28203,2022,4
28203,2023,3
28205,2018,4
28206,2018,5
28206,2019,4
28206,2020,7
28206,2021,1
28206,2022,4
28206,2023,4
28207,2018,3
28207,2020,1
28207,2021,2
28207,2023,1
28208,2018,2
28208,2019,1
28208,2020,3
28208,2022,4
28208,2023,2
28209,2018,47
28209,2019,62
28209,2020,63
28209,2021,56
28209,2022,51
28209,2023,59
28210,2020,2
28210,2021,2
28210,2022,5
28210,2023,1
28211,2018,8
28211,2019,5
28211,2020,4
28211,2021,5
28211,2022,3
28211,2023,5
28212,2018,2
28212,2019,2
28212,2021,3
28212,2022,5
28213,2018,7
28213,2019,2
28213,2020,5
28213,2021,4
28213,2022,5
28213,2023,2
28214,2018,70
28214,2019,60
28214,2020,58
28214,2021,57
28214,2022,67
28214,2023,56
28215,2018,1
28215,2019,2
28215,2020,2
28215,2021,3
28215,2022,2
28215,2023,4
28216,2019,1
28216,2020,2
28216,2021,2
28216,2023,1
28217,2020,2
28217,2021,1
28217,2022,2
28217,2023,1
28218,2018,132
28218,2019,121
28218,2020,138
28218,2021,131
28218,2022,171
28218,2023,139
28219,2018,5
28219,2019,6
28219,2020,4
28219,2021,5
28219,2022,3
28219,2023,6
28220,2018,49
28220,2019,63
28220,2020,48
28220,2021,56
28220,2022,55
28220,2023,69
28221,2019,5
28221,2020,2
28221,2021,1
28221,2022,1
28221,2023,2
28222,2019,3
28222,2020,2
28222,2021,5
28222,2022,2
28222,2023,4
28223,2018,10
28223,2019,13
28223,2020,13
28223,2021,13
28223,2022,18
28223,2023,12
28225,2018,4
28225,2019,8
28225,2020,7
28225,2021,4
28225,2022,3
28225,2023,2
28226,2018,4
28226,2019,9
28226,2020,6
28226,2021,7
28226,2022,7
28226,2023,13
28227,2018,49
28227,2019,58
28227,2020,56
28227,2021,61
28227,2022,49
28227,2023,62
28229,2018,72
28229,2019,77
28229,2020,81
28229,2021,68
28229,2022,85
28229,2023,83
28230,2018,2
28230,2019,2
28230,2020,3
28230,2021,2
28230,2022,2
28230,2023,1
28231,2018,4
28231,2019,2
28231,2020,1
28231,2021,6
28231,2022,3
28231,2023,2
28232,2018,9
28232,2019,7
28232,2020,7
28232,2021,8
28232,2022,4
28232,2023,10
28233,2018,10
28233,2019,11
28233,2020,9
28233,2021,9
28233,2022,11
28233,2023,9
28234,2018,5
28234,2019,4
28234,2020,3
28234,2021,3
28234,2022,3
28234,2023,3
28235,2018,1
28235,2019,2
28235,2021,3
28235,2022,2
28236,2018,17
28236,2019,18
28236,2020,24
28236,2021,21
28236,2022,17
28236,2023,20
28237,2019,2
28237,2020,2
28237,2021,1
28237,2022,2
28237,2023,1
28239,2018,1
28239,2019,6
28239,2020,6
28239,2021,3
28239,2022,6
28239,2023,9
28240,2018,5
28240,2019,1
28240,2020,6
28240,2021,5
28240,2022,1
28240,2023,4
28242,2019,2
28242,2021,1
28242,2022,1
28243,2018,1
28243,2019,1
28243,2021,8
28243,2022,4
28243,2023,2
28245,2019,3
28245,2020,1
28245,2021,2
28245,2022,1
28246,2018,8
28246,2019,4
28246,2020,2
28246,2021,2
28246,2022,1
28246,2023,1
28247,2018,4
28247,2019,3
28247,2020,3
28247,2021,3
28247,2022,1
28247,2023,3
28248,2018,2
28248,2019,3
28248,2020,2
28248,2021,1
28248,2023,3
28249,2018,3
28249,2019,4
28249,2020,5
28249,2021,9
28249,2022,5
28249,2023,8
28251,2018,8
28251,2019,9
28251,2020,22
28251,2021,12
28251,2022,10
28251,2023,7
28252,2018,3
28252,2020,3
28252,2021,5
28252,2022,3
28252,2023,2
28253,2018,2
28253,2019,5
28253,2020,2
28253,2021,3
28253,2022,8
28253,2023,5
28254,2018,5
28254,2019,8
28254,2020,3
28254,2021,5
28254,2022,9
28254,2023,1
28255,2021,1
28255,2022,1
28255,2023,2
28256,2018,1
28256,2019,1
28256,2020,1
28256,2021,5
28256,2022,5
28256,2023,6
28257,2018,1
28257,2019,1
28257,2020,1
28257,2021,1
28259,2018,2
28259,2019,3
28259,2020,3
28259,2021,4
28259,2022,1
28259,2023,3
28260,2019,1
28260,2020,1
28260,2023,1
28261,2018,4
28261,2019,5
28261,2020,4
28261,2021,2
28261,2022,9
28261,2023,4
28263,2018,2
28263,2019,2
28263,2020,3
28263,2021,5
28263,2022,1
28263,2023,5
28264,2021,1
28264,2022,4
28265,2018,2
28265,2019,3
28265,2020,1
28265,2021,6
28265,2022,3
28265,2023,5
28267,2018,4
28267,2019,4
28267,2020,4
28267,2021,1
28267,2022,3
28267,2023,6
28268,2022,1
28269,2018,8
28269,2019,12
28269,2020,15
28269,2021,12
28269,2022,9
28269,2023,15
28270,2018,3
28270,2019,1
28270,2020,3
28270,2021,1
28270,2022,1
28270,2023,1
28271,2018,2
28271,2019,1
28271,2020,1
28271,2021,2
28271,2022,2
28271,2023,1
28272,2021,2
28272,2023,2
28273,2018,1
28273,2020,2
28273,2021,1
28273,2022,1
28273,2023,2
28274,2018,3
28274,2019,3
28274,2020,3
28274,2021,3
28274,2022,2
28274,2023,2
28275,2018,4
28275,2019,5
28275,2020,3
28275,2021,7
28275,2022,7
28275,2023,1
28276,2018,1
28276,2019,1
28276,2020,2
28276,2021,1
28276,2022,1
28276,2023,1
28277,2018,1
28277,2019,3
28277,2020,8
28277,2021,4
28277,2022,3
28277,2023,3
28278,2018,19
28278,2019,26
28278,2020,37
28278,2021,15
28278,2022,33
28278,2023,24
28279,2018,66
28279,2019,57
28279,2020,56
28279,2021,52
28279,2022,66
28279,2023,54
28280,2018,160
28280,2019,135
28280,2020,138
28280,2021,150
28280,2022,176
28280,2023,167
28281,2018,1
28281,2019,4
28281,2020,1
28281,2021,1
28281,2022,6
28281,2023,3
28282,2018,4
28282,2019,5
28282,2020,4
28282,2021,3
28282,2022,4
28282,2023,5
28283,2018,4
28283,2019,7
28283,2020,5
28283,2021,6
28283,2022,2
28283,2023,4
28284,2018,2
28284,2019,3
28284,2020,1
28284,2021,2
28284,2022,2
28285,2018,4
28285,2019,1
28285,2020,3
28285,2021,2
28285,2022,1
28285,2023,2
28286,2018,3
28286,2019,5
28286,2020,1
28286,2021,6
28286,2022,2
28286,2023,2
28287,2018,25
28287,2019,24
28287,2020,14
28287,2021,14
28287,2022,18
28287,2023,22
28289,2018,1
28289,2021,3
28289,2022,2
28290,2018,1
28290,2019,2
28290,2021,1
28290,2022,2
28290,2023,5
28291,2018,3
28291,2020,3
28291,2021,5
28291,2022,6
28291,2023,2
28292,2018,6
28292,2019,7
28292,2020,7
28292,2021,3
28292,2022,5
28292,2023,7
28293,2018,5
28293,2019,5
28293,2020,9
28293,2021,6
28293,2022,10
28293,2023,8
28294,2018,3
28294,2019,4
28294,2020,2
28294,2021,7
28294,2022,4
28294,2023,4
28296,2018,2
28296,2019,2
28296,2020,3
28296,2021,3
28296,2022,2
28296,2023,5
28298,2018,23
28298,2019,21
28298,2020,28
28298,2021,22
28298,2022,25
28298,2023,24
28299,2020,2
28299,2021,2
28299,2022,1
28300,2018,3
28300,2020,1
28300,2021,1
28300,2022,1
28300,2023,2
28301,2018,1
28301,2019,1
28301,2020,1
28301,2021,2
28301,2023,1
28302,2018,13
28302,2019,14
28302,2020,17
28302,2021,14
28302,2022,23
28302,2023,10
28303,2019,1
28303,2020,4
28303,2023,4
28304,2018,5
28304,2019,3
28304,2020,3
28304,2021,3
28304,2022,3
28304,2023,2
28305,2018,5
28305,2019,5
28305,2020,4
28305,2021,2
28305,2022,2
28305,2023,2
28306,2018,2
28306,2019,2
28306,2020,1
28306,2022,2
28306,2023,1
28308,2018,1
28308,2019,1
28308,2020,4
28308,2021,2
28308,2023,1
28309,2018,8
28309,2019,9
28309,2020,6
28309,2021,3
28309,2022,5
28309,2023,5
28310,2018,3
28310,2019,2
28310,2020,1
28310,2021,3
28310,2022,2
28310,2023,2
28311,2018,1
28312,2018,1
28312,2020,1
28312,2022,1
28312,2023,1
28313,2021,1
28313,2022,4
28313,2023,3
28314,2018,2
28314,2019,1
28314,2020,3
28314,2021,1
28314,2022,1
28314,2023,1
28315,2018,1
28315,2022,1
28316,2019,2
28316,2020,1
28316,2021,1
28316,2022,2
28317,2018,3
28317,2019,6
28317,2020,3
28317,2021,6
28317,2022,4
28317,2023,4
28319,2018,3
28319,2020,4
28319,2021,2
28319,2022,5
28319,2023,5
28321,2018,6
28321,2019,8
28321,2020,6
28321,2021,5
28321,2022,5
28321,2023,10
28322,2018,1
28322,2019,5
28322,2020,1
28322,2021,4
28322,2022,4
28322,2023,6
28323,2019,1
28323,2020,1
28323,2021,2
28323,2022,2
28323,2023,2
28324,2018,6
28324,2019,7
28324,2020,4
28324,2021,7
28324,2022,4
28324,2023,2
28325,2018,7
28325,2019,12
28325,2020,7
28325,2021,1
28325,2022,4
28325,2023,5
28326,2018,5
28326,2019,8
28326,2020,4
28326,2021,3
28326,2023,1
28327,2019,1
28327,2020,1
28327,2021,2
28327,2022,2
28327,2023,1
28329,2020,3
28329,2022,2
28329,2023,1
28330,2018,16
28330,2019,14
28330,2020,13
28330,2021,10
28330,2022,10
28330,2023,14
28331,2018,6
28331,2019,11
28331,2020,6
28331,2021,12
28331,2022,5
28331,2023,10
28332,2018,7
28332,2019,2
28332,2020,5
28332,2021,10
28332,2022,5
28332,2023,3
28333,2018,1
28333,2019,1
28333,2020,2
28333,2021,1
28333,2023,1
28334,2018,22
28334,2019,20
28334,2020,25
28334,2021,31
28334,2022,27
28334,2023,29
28335,2018,6
28335,2019,10
28335,2020,10
28335,2021,6
28335,2022,14
28335,2023,6
28336,2019,1
28336,2020,2
28336,2021,2
28337,2018,23
28337,2019,28
28337,2020,27
28337,2021,23
28337,2022,28
28337,2023,19
28339,2019,1
28339,2020,2
28339,2021,4
28339,2023,2
28341,2018,2
28341,2019,2
28341,2020,1
28341,2021,2
28341,2022,2
28341,2023,3
28342,2018,2
28342,2019,4
28342,2020,1
28342,2021,1
28342,2022,2
28343,2018,3
28343,2020,1
28343,2021,3
28343,2022,2
28343,2023,3
28344,2018,2
28344,2019,5
28344,2020,3
28344,2021,2
28344,2022,2
28344,2023,3
28346,2019,1
28347,2018,2
28347,2019,6
28347,2020,7
28347,2021,7
28347,2022,4
28347,2023,9
28348,2018,53
28348,2019,47
28348,2020,53
28348,2021,88
28348,2022,59
28348,2023,64
28349,2018,2
28349,2019,1
28349,2020,1
28349,2021,4
28349,2022,3
28349,2023,1
28350,2018,10
28350,2019,6
28350,2020,6
28350,2021,8
28350,2022,7
28350,2023,10
28351,2018,3
28351,2019,4
28351,2020,4
28351,2021,3
28351,2022,10
28351,2023,2
28352,2018,7
28352,2019,9
28352,2020,10
28352,2021,4
28352,2022,9
28352,2023,9
28353,2018,2
28353,2019,6
28353,2020,5
28353,2021,4
28353,2022,2
28354,2020,1
28354,2021,5
28354,2022,2
28354,2023,4
28355,2018,4
28355,2019,3
28355,2020,1
28355,2022,3
28355,2023,4
28357,2018,7
28357,2019,14
28357,2020,6
28357,2021,3
28357,2022,9
28357,2023,15
28358,2018,13
28358,2019,11
28358,2020,17
28358,2021,13
28358,2022,14
28358,2023,19
28359,2018,32
28359,2019,29
28359,2020,33
28359,2021,29
28359,2022,24
28359,2023,30
28360,2018,6
28360,2019,4
28360,2020,9
28360,2021,5
28360,2022,9
28360,2023,2
28361,2019,1
28362,2018,2
28362,2019,8
28362,2020,8
28362,2021,5
28362,2022,4
28362,2023,6
28363,2018,11
28363,2019,3
28363,2020,5
28363,2021,7
28363,2022,6
28363,2023,6
28364,2018,11
28364,2019,7
28364,2020,9
28364,2021,6
28364,2022,9
28364,2023,7
28365,2018,2
28365,2019,1
28365,2020,2
28365,2021,3
28365,2023,2
28366,2018,2
28366,2019,2
28366,2021,3
28366,2022,3
28366,2023,1
28367,2018,5
28367,2019,2
28367,2020,5
28367,2021,2
28367,2022,7
28367,2023,1
28368,2018,2
28368,2020,1
28368,2021,1
28368,2022,1
28368,2023,3
28369,2018,5
28369,2019,4
28369,2020,4
28369,2021,3
28369,2022,8
28369,2023,6
28370,2018,7
28370,2019,3
28370,2020,5
28370,2021,3
28370,2022,3
28370,2023,1
28371,2018,7
28371,2019,7
28371,2020,12
28371,2021,7
28371,2022,10
28371,2023,11
28372,2018,2
28372,2019,3
28372,2020,7
28372,2021,5
28372,2022,3
28372,2023,3
28373,2018,74
28373,2019,59
28373,2020,81
28373,2021,74
28373,2022,64
28373,2023,86
28374,2018,1
28374,2019,2
28374,2020,2
28374,2021,3
28374,2022,5
28374,2023,2
28375,2018,4
28375,2019,1
28375,2020,1
28375,2021,4
28375,2022,3
28375,2023,4
28376,2018,3
28377,2018,9
28377,2019,17
28377,2020,5
28377,2021,13
28377,2022,18
28377,2023,16
28378,2018,5
28378,2019,4
28378,2020,3
28378,2021,3
28378,2022,8
28378,2023,7
28379,2018,3
28379,2019,1
28379,2020,4
28379,2021,2
28379,2022,4
28379,2023,4
28380,2018,10
28380,2019,10
28380,2020,10
28380,2021,7
28380,2022,15
28380,2023,8
28382,2018,6
28382,2019,5
28382,2020,8
28382,2021,7
28382,2022,9
28382,2023,10
28383,2018,5
28383,2020,5
28383,2021,4
28383,2022,2
28383,2023,10
28385,2018,4
28385,2019,1
28385,2020,3
28385,2021,6
28385,2022,3
28385,2023,4
28386,2018,9
28386,2019,8
28386,2020,4
28386,2021,5
28386,2022,8
28386,2023,7
28387,2018,23
28387,2019,32
28387,2020,45
28387,2021,30
28387,2022,29
28387,2023,34
28388,2018,6
28388,2019,7
28388,2020,14
28388,2021,4
28388,2022,7
28388,2023,11
28389,2018,2
28389,2019,5
28389,2020,6
28389,2021,2
28389,2022,1
28389,2023,1
28390,2018,6
28390,2019,2
28390,2020,5
28390,2021,2
28390,2022,1
28390,2023,3
28391,2018,22
28391,2019,24
28391,2020,25
28391,2021,27
28391,2022,27
28391,2023,19
28392,2020,1
28392,2021,1
28392,2022,2
28393,2018,16
28393,2019,8
28393,2020,12
28393,2021,14
28393,2022,12
28393,2023,15
28394,2018,5
28394,2019,8
28394,2020,10
28394,2021,15
28394,2022,11
28394,2023,8
28395,2018,1
28395,2019,4
28395,2020,5
28395,2021,5
28395,2022,1
28395,2023,5
28396,2018,1
28396,2020,2
28396,2021,2
28396,2022,2
28396,2023,1
28397,2018,1
28397,2019,1
28397,2020,1
28397,2021,1
28397,2022,2
28397,2023,4
28398,2018,10
28398,2019,16
28398,2020,12
28398,2021,17
28398,2022,8
28398,2023,12
28400,2018,2
28400,2020,2
28400,2022,2
28400,2023,1
28401,2018,4
28401,2019,3
28401,2020,6
28401,2021,5
28401,2022,6
28401,2023,6
28403,2018,4
28403,2019,7
28403,2020,7
28403,2021,5
28403,2022,6
28403,2023,3
28404,2018,132
28404,2019,151
28404,2020,138
28404,2021,134
28404,2022,149
28404,2023,128
28405,2018,9
28405,2019,12
28405,2020,9
28405,2021,8
28405,2022,6
28405,2023,8
28406,2018,12
28406,2019,7
28406,2020,12
28406,2021,6
28406,2022,4
28406,2023,14
28407,2018,2
28407,2019,3
28407,2020,3
28407,2021,1
28407,2022,2
28408,2019,2
28408,2022,4
28409,2018,2
28409,2019,3
28409,2020,1
28409,2021,2
28409,2022,2
28409,2023,2
28410,2018,2
28410,2019,2
28410,2020,2
28410,2021,5
28410,2022,1
28410,2023,2
28411,2018,1
28411,2020,1
28411,2022,1
28411,2023,1
28412,2018,2
28414,2019,1
28414,2022,1
28415,2018,9
28415,2019,15
28415,2020,18
28415,2021,24
28415,2022,6
28415,2023,17
28417,2018,9
28417,2019,8
28417,2020,5
28417,2021,8
28417,2022,6
28417,2023,12
28418,2018,3
28418,2019,2
28418,2020,3
28418,2021,2
28418,2022,2
28418,2023,3
28419,2018,1
28419,2019,3
28419,2021,2
28419,2022,2
28419,2023,5
28421,2019,3
28421,2020,2
28421,2021,3
28421,2023,2
28422,2018,69
28422,2019,50
28422,2020,49
28422,2021,53
28422,2022,56
28422,2023,44
28423,2018,6
28423,2019,5
28423,2020,3
28423,2021,1
28423,2022,6
28423,2023,3
28424,2018,20
28424,2019,17
28424,2020,14
28424,2021,19
28424,2022,25
28424,2023,18
28425,2018,5
28425,2019,2
28425,2020,1
28425,2021,4
28425,2022,6
28425,2023,5
28426,2018,6
28426,2019,5
28426,2020,7
28426,2021,3
28426,2022,13
28426,2023,1
29001,2018,10
29001,2019,7
29001,2020,8
29001,2021,6
29001,2022,8
29001,2023,4
29002,2018,35
29002,2019,31
29002,2020,29
29002,2021,47
29002,2022,41
29002,2023,45
29003,2018,77
29003,2019,80
29003,2020,73
29003,2021,94
29003,2022,81
29003,2023,85
29004,2018,73
29004,2019,75
29004,2020,52
29004,2021,80
29004,2022,72
29004,2023,79
29005,2018,17
29005,2019,4
29005,2020,10
29005,2021,13
29005,2022,15
29005,2023,11
29006,2018,61
29006,2019,49
29006,2020,55
29006,2021,58
29006,2022,76
29006,2023,57
29007,2018,12
29007,2019,7
29007,2020,13
29007,2021,13
29007,2022,10
29007,2023,14
29008,2018,15
29008,2019,7
29008,2020,9
29008,2021,20
29008,2022,11
29008,2023,3
29010,2018,15
29010,2019,8
29010,2020,10
29010,2021,8
29010,2022,8
29010,2023,10
29011,2018,85
29011,2019,69
29011,2020,59
29011,2021,96
29011,2022,105
29011,2023,75
29012,2018,3
29012,2019,3
29012,2020,2
29012,2021,3
29012,2022,4
29012,2023,2
29013,2018,6
29013,2019,3
29013,2020,3
29013,2021,3
29013,2022,2
29013,2023,4
29014,2018,7
29014,2019,3
29014,2020,3
29014,2021,3
29014,2022,4
29014,2023,10
29015,2018,39
29015,2019,46
29015,2020,49
29015,2021,58
29015,2022,72
29015,2023,52
29016,2018,8
29016,2019,11
29016,2020,4
29016,2021,9
29016,2022,10
29016,2023,12
29017,2018,5
29017,2019,6
29017,2020,4
29017,2021,5
29017,2022,5
29017,2023,7
29018,2018,8
29018,2019,2
29018,2020,4
29018,2021,7
29018,2022,3
29018,2023,6
29019,2018,1267
29019,2019,1246
29019,2020,1306
29019,2021,1262
29019,2022,1385
29019,2023,1333
29020,2018,65
29020,2019,58
29020,2020,43
29020,2021,66
29020,2022,54
29020,2023,60
29021,2018,23
29021,2019,27
29021,2020,24
29021,2021,29
29021,2022,35
29021,2023,31
29022,2018,48
29022,2019,47
29022,2020,62
29022,2021,59
29022,2022,59
29022,2023,55
29023,2018,51
29023,2019,54
29023,2020,63
29023,2021,49
29023,2022,69
29023,2023,63
29024,2018,114
29024,2019,124
29024,2020,118
29024,2021,133
29024,2022,175
29024,2023,129
29025,2018,10
29025,2019,11
29025,2020,10
29025,2021,12
29025,2022,16
29025,2023,8
29026,2018,66
29026,2019,72
29026,2020,62
29026,2021,69
29026,2022,68
29026,2023,83
29027,2018,72
29027,2019,56
29027,2020,63
29027,2021,55
29027,2022,65
29027,2023,52
29028,2018,26
29028,2019,32
29028,2020,25
29028,2021,28
29028,2022,26
29028,2023,26
29029,2018,18
29029,2019,13
29029,2020,23
29029,2021,11
29029,2022,10
29029,2023,18
29030,2018,57
29030,2019,53
29030,2020,57
29030,2021,52
29030,2022,65
29030,2023,35
29031,2018,51
29031,2019,53
29031,2020,44
29031,2021,60
29031,2022,66
29031,2023,62
29032,2018,23
29032,2019,28
29032,2020,18
29032,2021,20
29032,2022,22
29032,2023,22
29033,2018,7
29033,2019,8
29033,2020,8
29033,2021,6
29033,2022,5
29033,2023,10
29034,2018,2
29034,2019,9
29034,2020,5
29034,2021,3
29034,2022,10
29034,2023,8
29035,2018,4
29035,2019,5
29035,2020,3
29035,2021,5
29035,2022,6
29035,2023,6
29036,2018,9
29036,2019,14
29036,2020,8
29036,2021,6
29036,2022,4
29036,2023,4
29037,2018,54
29037,2019,52
29037,2020,65
29037,2021,54
29037,2022,56
29037,2023,59
29038,2018,13
29038,2019,6
29038,2020,10
29038,2021,10
29038,2022,13
29038,2023,12
29039,2018,338
29039,2019,292
29039,2020,329
29039,2021,277
29039,2022,320
29039,2023,313
29040,2018,46
29040,2019,36
29040,2020,47
29040,2021,44
29040,2022,49
29040,2023,45
29041,2018,35
29041,2019,45
29041,2020,32
29041,2021,31
29041,2022,32
29041,2023,31
29042,2018,118
29042,2019,117
29042,2020,124
