insee_com,Année,nb_deces
35241,2018,20
35241,2019,25
35241,2020,21
35241,2021,18
35241,2022,18
35241,2023,25
35242,2018,3
35242,2019,1
35242,2020,4
35242,2021,4
35242,2022,3
35242,2023,4
35243,2018,13
35243,2019,10
35243,2020,13
35243,2021,10
35243,2022,12
35243,2023,15
35244,2018,3
35244,2019,2
35244,2021,1
35244,2022,2
35244,2023,4
35245,2018,22
35245,2019,35
35245,2020,26
35245,2021,36
35245,2022,39
35245,2023,32
35246,2018,12
35246,2019,16
35246,2020,10
35246,2021,7
35246,2022,7
35246,2023,8
35247,2018,10
35247,2019,12
35247,2020,7
35247,2021,8
35247,2022,11
35247,2023,14
35248,2018,6
35248,2019,5
35248,2020,10
35248,2021,3
35248,2022,6
35248,2023,2
35249,2018,14
35249,2019,8
35249,2020,4
35249,2021,5
35249,2022,9
35249,2023,9
35250,2018,5
35250,2019,6
35250,2020,7
35250,2021,9
35250,2022,12
35250,2023,7
35251,2018,26
35251,2019,28
35251,2020,21
35251,2021,26
35251,2022,23
35251,2023,25
35252,2018,3
35252,2019,6
35252,2020,10
35252,2021,5
35252,2022,6
35252,2023,4
35253,2018,43
35253,2019,42
35253,2020,52
35253,2021,45
35253,2022,47
35253,2023,44
35255,2018,10
35255,2019,16
35255,2020,8
35255,2021,6
35255,2022,14
35255,2023,9
35256,2018,40
35256,2019,50
35256,2020,41
35256,2021,31
35256,2022,40
35256,2023,37
35257,2018,59
35257,2019,65
35257,2020,77
35257,2021,54
35257,2022,61
35257,2023,75
35258,2020,2
35258,2021,2
35258,2023,2
35259,2018,15
35259,2019,12
35259,2020,15
35259,2021,13
35259,2022,15
35259,2023,12
35260,2018,8
35260,2019,4
35260,2020,5
35260,2021,7
35260,2022,3
35260,2023,7
35261,2020,2
35261,2021,1
35261,2022,2
35261,2023,4
35262,2018,1
35262,2019,1
35262,2020,2
35262,2021,3
35262,2022,2
35262,2023,1
35263,2018,16
35263,2019,24
35263,2020,24
35263,2021,22
35263,2022,34
35263,2023,25
35264,2018,6
35264,2019,3
35264,2020,3
35264,2021,10
35264,2022,8
35264,2023,4
35265,2018,29
35265,2019,33
35265,2020,25
35265,2021,30
35265,2022,27
35265,2023,29
35266,2018,11
35266,2019,6
35266,2020,18
35266,2021,14
35266,2022,18
35266,2023,12
35268,2018,3
35268,2019,3
35268,2020,6
35268,2021,2
35268,2022,4
35268,2023,4
35269,2018,2
35269,2023,2
35270,2018,6
35270,2019,6
35270,2020,4
35270,2021,3
35270,2022,7
35270,2023,4
35271,2018,32
35271,2019,47
35271,2020,35
35271,2021,37
35271,2022,42
35271,2023,39
35272,2018,3
35272,2019,1
35272,2020,3
35272,2021,7
35272,2022,4
35272,2023,7
35273,2018,18
35273,2019,15
35273,2020,11
35273,2021,19
35273,2022,20
35273,2023,14
35274,2018,3
35274,2019,1
35274,2020,2
35274,2021,4
35274,2022,4
35274,2023,1
35275,2018,34
35275,2019,20
35275,2020,28
35275,2021,31
35275,2022,26
35275,2023,33
35276,2018,3
35276,2019,2
35276,2020,2
35276,2021,5
35276,2022,4
35276,2023,2
35277,2018,3
35277,2019,4
35277,2020,1
35277,2021,1
35277,2022,1
35277,2023,4
35278,2018,71
35278,2019,62
35278,2020,50
35278,2021,59
35278,2022,68
35278,2023,58
35279,2018,5
35279,2019,3
35279,2020,5
35279,2021,5
35279,2022,7
35279,2023,9
35280,2018,6
35280,2019,7
35280,2020,10
35280,2021,10
35280,2022,8
35280,2023,7
35281,2018,69
35281,2019,64
35281,2020,57
35281,2021,93
35281,2022,93
35281,2023,74
35282,2018,9
35282,2019,18
35282,2020,10
35282,2021,25
35282,2022,16
35282,2023,13
35283,2018,6
35283,2019,6
35283,2020,3
35283,2021,3
35283,2022,3
35283,2023,3
35284,2018,19
35284,2019,22
35284,2020,16
35284,2021,23
35284,2022,23
35284,2023,18
35285,2018,9
35285,2019,11
35285,2020,13
35285,2021,9
35285,2022,10
35285,2023,7
35286,2018,1
35286,2019,2
35286,2020,2
35286,2021,6
35286,2022,4
35286,2023,1
35287,2018,25
35287,2019,34
35287,2020,22
35287,2021,33
35287,2022,27
35287,2023,24
35288,2018,685
35288,2019,679
35288,2020,716
35288,2021,763
35288,2022,756
35288,2023,711
35289,2018,6
35289,2019,4
35289,2020,9
35289,2021,6
35289,2022,3
35289,2023,6
35290,2018,4
35290,2019,3
35290,2020,6
35290,2021,3
35290,2022,5
35290,2023,2
35291,2018,7
35291,2019,7
35291,2020,3
35291,2021,6
35291,2022,2
35291,2023,4
35292,2018,9
35292,2019,17
35292,2020,13
35292,2021,17
35292,2022,15
35292,2023,14
35293,2018,2
35294,2018,21
35294,2019,22
35294,2020,24
35294,2021,19
35294,2022,17
35294,2023,29
35295,2018,3
35295,2019,3
35295,2020,2
35295,2021,3
35295,2022,4
35296,2018,7
35296,2019,9
35296,2020,5
35296,2021,3
35296,2022,4
35296,2023,5
35297,2018,77
35297,2019,76
35297,2020,102
35297,2021,77
35297,2022,76
35297,2023,98
35299,2018,24
35299,2019,30
35299,2020,40
35299,2021,29
35299,2022,41
35299,2023,34
35300,2018,14
35300,2019,5
35300,2020,5
35300,2021,8
35300,2022,15
35300,2023,7
35302,2018,11
35302,2019,7
35302,2020,6
35302,2021,7
35302,2022,5
35302,2023,3
35303,2018,4
35303,2021,2
35304,2018,11
35304,2019,11
35304,2020,13
35304,2021,5
35304,2022,8
35304,2023,9
35305,2018,2
35305,2019,1
35305,2021,3
35305,2022,3
35305,2023,3
35306,2018,14
35306,2019,13
35306,2020,8
35306,2021,20
35306,2022,18
35306,2023,10
35307,2018,14
35307,2019,10
35307,2020,13
35307,2021,8
35307,2022,18
35307,2023,16
35308,2018,29
35308,2019,40
35308,2020,31
35308,2021,35
35308,2022,42
35308,2023,31
35309,2018,7
35309,2019,5
35309,2020,3
35309,2021,4
35309,2022,7
35309,2023,6
35310,2018,20
35310,2019,18
35310,2020,27
35310,2021,20
35310,2022,17
35310,2023,17
35311,2018,12
35311,2019,6
35311,2020,4
35311,2021,4
35311,2022,4
35311,2023,4
35312,2018,10
35312,2019,13
35312,2020,11
35312,2021,19
35312,2022,6
35312,2023,10
35314,2018,7
35314,2019,4
35314,2020,7
35314,2021,7
35314,2022,7
35314,2023,8
35315,2018,3
35315,2019,5
35315,2020,2
35315,2021,4
35315,2022,6
35315,2023,4
35316,2018,6
35316,2019,7
35316,2020,10
35316,2021,7
35316,2022,7
35316,2023,5
35317,2018,4
35317,2019,3
35317,2020,4
35317,2022,3
35317,2023,3
35318,2018,7
35318,2019,8
35318,2020,3
35318,2021,4
35318,2022,10
35318,2023,7
35319,2018,13
35319,2019,9
35319,2020,7
35319,2021,10
35319,2022,11
35319,2023,12
35320,2018,4
35320,2019,4
35320,2020,3
35320,2022,2
35320,2023,1
35321,2018,7
35321,2019,4
35321,2020,4
35321,2021,4
35321,2022,6
35321,2023,2
35322,2018,20
35322,2019,21
35322,2020,13
35322,2021,26
35322,2022,23
35322,2023,17
35324,2018,3
35324,2019,1
35324,2020,2
35324,2021,2
35324,2022,4
35324,2023,3
35325,2018,1
35325,2019,1
35325,2020,1
35325,2021,4
35325,2022,1
35326,2018,35
35326,2019,45
35326,2020,45
35326,2021,37
35326,2022,44
35326,2023,31
35327,2018,10
35327,2019,19
35327,2020,9
35327,2021,16
35327,2022,23
35327,2023,19
35328,2018,19
35328,2019,28
35328,2020,29
35328,2021,16
35328,2022,28
35328,2023,26
35329,2018,5
35329,2019,8
35329,2020,6
35329,2021,5
35329,2022,8
35329,2023,10
35330,2018,2
35330,2019,2
35330,2020,2
35330,2021,6
35330,2022,4
35330,2023,7
35331,2018,11
35331,2019,8
35331,2020,12
35331,2021,20
35331,2022,14
35331,2023,11
35332,2018,12
35332,2019,3
35332,2020,17
35332,2021,5
35332,2022,5
35332,2023,7
35333,2018,24
35333,2019,17
35333,2020,11
35333,2021,26
35333,2022,15
35333,2023,23
35334,2018,42
35334,2019,40
35334,2020,35
35334,2021,56
35334,2022,48
35334,2023,52
35335,2018,4
35335,2020,3
35335,2021,5
35335,2022,6
35335,2023,6
35336,2018,1
35336,2021,1
35336,2022,2
35337,2018,37
35337,2019,40
35337,2020,44
35337,2021,38
35337,2022,43
35337,2023,43
35338,2018,10
35338,2019,3
35338,2020,3
35338,2021,4
35338,2022,3
35338,2023,5
35339,2018,4
35339,2019,3
35339,2020,3
35339,2021,5
35339,2022,4
35339,2023,5
35340,2018,7
35340,2019,7
35340,2020,5
35340,2021,6
35340,2022,3
35340,2023,7
35341,2018,30
35341,2019,2
35341,2022,2
35341,2023,2
35342,2018,3
35342,2019,3
35342,2020,1
35342,2021,4
35342,2022,1
35342,2023,3
35343,2018,5
35343,2019,7
35343,2020,11
35343,2021,8
35343,2022,10
35343,2023,11
35344,2018,3
35344,2022,1
35345,2018,4
35345,2019,4
35345,2020,3
35345,2021,8
35345,2022,5
35345,2023,6
35346,2018,1
35346,2019,2
35346,2022,2
35347,2018,25
35347,2019,22
35347,2020,20
35347,2021,28
35347,2022,19
35347,2023,14
35348,2018,6
35350,2018,3
35350,2019,3
35350,2020,4
35350,2021,6
35350,2022,3
35350,2023,2
35351,2018,7
35351,2019,5
35351,2020,8
35351,2021,10
35351,2022,9
35351,2023,7
35352,2018,54
35352,2019,59
35352,2020,57
35352,2021,46
35352,2022,68
35352,2023,68
35353,2018,36
35353,2019,54
35353,2020,47
35353,2021,53
35353,2022,51
35353,2023,45
35354,2018,5
35354,2019,4
35354,2020,3
35354,2021,4
35354,2022,1
35354,2023,6
35355,2018,8
35355,2019,2
35355,2020,8
35355,2021,7
35355,2022,6
35355,2023,7
35356,2018,4
35356,2019,4
35356,2020,5
35356,2021,8
35356,2022,7
35356,2023,8
35357,2018,6
35357,2019,5
35357,2020,1
35357,2022,1
35357,2023,2
35358,2018,3
35358,2019,5
35358,2020,5
35358,2021,7
35358,2022,5
35358,2023,5
35359,2018,5
35359,2019,5
35359,2020,4
35359,2021,1
35359,2022,7
35359,2023,3
35360,2018,187
35360,2019,199
35360,2020,222
35360,2021,194
35360,2022,188
35360,2023,167
35361,2018,12
35361,2019,15
35361,2020,10
35361,2021,11
35361,2022,9
35361,2023,8
35362,2018,22
35362,2019,17
35362,2020,21
35362,2021,16
35362,2022,18
35362,2023,14
35363,2018,18
35363,2019,18
35363,2020,17
35363,2021,20
35363,2022,21
35363,2023,25
36001,2018,38
36001,2019,37
36001,2020,50
36001,2021,41
36001,2022,39
36001,2023,38
36002,2018,1
36002,2019,2
36002,2020,3
36002,2021,1
36002,2023,1
36003,2018,3
36003,2019,9
36003,2020,6
36003,2021,6
36003,2022,2
36003,2023,13
36004,2018,3
36004,2019,7
36004,2020,5
36004,2021,2
36004,2022,7
36004,2023,6
36005,2018,37
36005,2019,34
36005,2020,35
36005,2021,38
36005,2022,39
36005,2023,30
36006,2018,92
36006,2019,72
36006,2020,93
36006,2021,78
36006,2022,85
36006,2023,88
36007,2018,3
36007,2019,11
36007,2020,7
36007,2021,9
36007,2022,11
36007,2023,4
36008,2018,3
36008,2019,4
36008,2020,8
36008,2021,1
36008,2022,4
36008,2023,3
36009,2018,8
36009,2019,8
36009,2020,5
36009,2021,7
36009,2022,9
36009,2023,9
36010,2018,17
36010,2019,15
36010,2020,17
36010,2021,14
36010,2022,13
36010,2023,17
36011,2019,4
36011,2020,1
36011,2021,1
36012,2018,2
36012,2019,7
36012,2020,3
36012,2021,7
36012,2023,6
36013,2018,6
36013,2019,6
36013,2020,8
36013,2021,6
36013,2022,3
36013,2023,6
36014,2018,3
36014,2019,3
36014,2020,3
36014,2021,2
36014,2022,1
36014,2023,3
36015,2018,3
36015,2019,1
36015,2021,2
36015,2023,1
36016,2018,11
36016,2019,13
36016,2020,21
36016,2021,12
36016,2022,11
36016,2023,16
36017,2018,10
36017,2019,2
36017,2020,4
36017,2021,10
36017,2022,1
36017,2023,5
36018,2018,125
36018,2019,92
36018,2020,109
36018,2021,120
36018,2022,98
36018,2023,105
36019,2018,4
36019,2019,1
36019,2020,4
36019,2021,4
36019,2022,1
36019,2023,3
36020,2019,3
36020,2022,1
36021,2018,5
36021,2019,4
36021,2020,7
36021,2021,8
36021,2022,3
36021,2023,7
36022,2018,4
36022,2019,5
36022,2020,8
36022,2021,7
36022,2022,8
36022,2023,6
36023,2018,3
36023,2019,4
36023,2020,1
36023,2021,5
36023,2022,4
36023,2023,2
36024,2018,1
36024,2019,1
36024,2020,1
36025,2018,5
36025,2019,7
36025,2020,3
36025,2021,10
36025,2022,7
36025,2023,6
36026,2018,5
36026,2019,10
36026,2020,8
36026,2021,5
36026,2022,6
36026,2023,6
36027,2018,2
36027,2020,1
36027,2021,2
36027,2022,3
36027,2023,2
36028,2018,3
36028,2019,2
36028,2020,1
36028,2021,3
36028,2022,2
36028,2023,2
36029,2018,5
36029,2019,4
36029,2020,1
36029,2021,3
36029,2022,5
36029,2023,5
36030,2018,3
36030,2019,3
36030,2020,3
36030,2021,3
36030,2022,1
36030,2023,3
36031,2018,66
36031,2019,67
36031,2020,96
36031,2021,73
36031,2022,83
36031,2023,88
36032,2018,3
36032,2019,6
36032,2020,9
36032,2021,8
36032,2022,11
36032,2023,9
36033,2018,2
36033,2019,2
36033,2020,6
36033,2021,4
36033,2023,2
36034,2018,49
36034,2019,48
36034,2020,54
36034,2021,60
36034,2022,48
36034,2023,65
36035,2018,26
36035,2019,30
36035,2020,25
36035,2021,24
36035,2022,31
36035,2023,17
36036,2018,3
36036,2019,2
36036,2021,1
36036,2022,2
36037,2018,5
36037,2019,2
36037,2020,6
36037,2021,2
36037,2022,2
36037,2023,3
36038,2018,1
36038,2019,1
36038,2021,1
36038,2022,3
36038,2023,2
36040,2018,1
36040,2019,2
36040,2020,3
36040,2021,1
36040,2022,1
36041,2018,1
36041,2019,3
36041,2020,3
36041,2021,1
36041,2022,3
36041,2023,3
36042,2018,21
36042,2019,16
36042,2020,29
36042,2021,20
36042,2022,19
36042,2023,14
36043,2018,7
36043,2019,10
36043,2020,8
36043,2021,4
36043,2022,5
36043,2023,6
36044,2018,474
36044,2019,510
36044,2020,539
36044,2021,499
36044,2022,559
36044,2023,470
36045,2018,52
36045,2019,71
36045,2020,83
36045,2021,83
36045,2022,80
36045,2023,61
36046,2018,84
36046,2019,91
36046,2020,95
36046,2021,81
36046,2022,97
36046,2023,92
36047,2018,9
36047,2019,9
36047,2020,11
36047,2021,11
36047,2022,14
36047,2023,6
36048,2018,1
36048,2019,2
36048,2020,3
36048,2021,2
36048,2022,3
36048,2023,5
36049,2018,1
36049,2019,2
36049,2020,1
36049,2021,2
36049,2022,6
36050,2018,3
36050,2019,1
36050,2020,3
36050,2021,6
36050,2022,5
36050,2023,4
36051,2019,1
36051,2020,2
36051,2021,4
36051,2023,1
36052,2018,1
36052,2021,1
36052,2022,2
36053,2018,6
36053,2019,4
36053,2020,8
36053,2021,1
36053,2022,9
36053,2023,8
36054,2018,5
36054,2019,3
36054,2020,8
36054,2021,2
36054,2022,1
36054,2023,3
36055,2018,33
36055,2019,43
36055,2020,30
36055,2021,30
36055,2022,22
36055,2023,27
36056,2018,11
36056,2019,12
36056,2020,29
36056,2021,19
36056,2022,18
36056,2023,21
36057,2018,5
36057,2019,9
36057,2020,5
36057,2021,3
36057,2022,5
36057,2023,10
36058,2018,16
36058,2019,9
36058,2020,15
36058,2021,13
36058,2022,11
36058,2023,9
36059,2018,1
36059,2019,6
36059,2020,3
36059,2021,2
36059,2022,2
36059,2023,3
36060,2018,14
36060,2019,16
36060,2020,11
36060,2021,8
36060,2022,13
36060,2023,12
36061,2018,3
36061,2019,3
36061,2020,3
36061,2021,8
36061,2022,8
36061,2023,9
36062,2018,6
36062,2019,9
36062,2020,10
36062,2021,8
36062,2022,8
36062,2023,9
36063,2018,92
36063,2019,79
36063,2020,78
36063,2021,98
36063,2022,94
36063,2023,96
36064,2018,4
36064,2019,3
36064,2020,5
36064,2021,3
36064,2022,3
36064,2023,9
36065,2018,1
36065,2019,3
36065,2020,4
36065,2021,4
36065,2022,1
36065,2023,3
36066,2018,6
36066,2019,6
36066,2020,5
36066,2021,9
36066,2022,3
36066,2023,6
36067,2018,6
36067,2019,1
36067,2020,2
36067,2021,2
36067,2022,1
36068,2018,4
36068,2019,7
36068,2020,2
36068,2021,5
36068,2022,6
36068,2023,7
36069,2018,35
36069,2019,27
36069,2020,43
36069,2021,24
36069,2022,41
36069,2023,40
36070,2018,35
36070,2019,32
36070,2020,39
36070,2021,43
36070,2022,42
36070,2023,29
36071,2018,16
36071,2019,19
36071,2020,24
36071,2021,17
36071,2022,24
36071,2023,12
36072,2018,9
36073,2018,2
36073,2019,2
36073,2020,8
36073,2021,4
36073,2022,6
36073,2023,2
36074,2018,5
36074,2019,7
36074,2020,10
36074,2021,7
36074,2022,8
36074,2023,6
36075,2018,2
36075,2019,2
36075,2021,1
36075,2022,1
36076,2018,4
36076,2019,4
36076,2020,4
36076,2021,3
36076,2022,1
36076,2023,1
36077,2018,1
36077,2019,3
36077,2020,6
36077,2021,4
36077,2022,6
36077,2023,3
36078,2018,3
36078,2019,1
36078,2020,5
36078,2021,1
36078,2022,7
36078,2023,2
36079,2019,1
36079,2021,2
36079,2022,1
36079,2023,3
36080,2018,2
36080,2019,1
36080,2020,3
36080,2022,2
36080,2023,3
36081,2018,3
36081,2019,6
36081,2020,2
36081,2021,12
36081,2022,8
36081,2023,7
36082,2018,5
36082,2019,4
36082,2020,5
36082,2021,3
36082,2022,1
36082,2023,5
36083,2018,2
36083,2019,2
36083,2020,1
36083,2021,1
36083,2023,1
36084,2018,7
36084,2019,3
36084,2020,2
36084,2022,5
36084,2023,4
36085,2018,1
36085,2019,5
36085,2020,3
36085,2021,5
36085,2022,2
36085,2023,4
36086,2018,5
36086,2019,4
36086,2020,5
36086,2021,11
36086,2022,5
36086,2023,8
36087,2018,3
36087,2019,4
36087,2020,5
36087,2021,5
36087,2022,4
36087,2023,3
36088,2018,180
36088,2019,200
36088,2020,170
36088,2021,215
36088,2022,209
36088,2023,203
36089,2018,4
36089,2019,2
36089,2021,1
36089,2022,4
36089,2023,1
36090,2018,1
36090,2019,2
36090,2020,2
36090,2021,2
36090,2022,1
36090,2023,2
36091,2018,7
36091,2019,3
36091,2020,4
36091,2021,4
36091,2022,7
36091,2023,9
36092,2018,6
36092,2019,3
36092,2020,6
36092,2022,4
36092,2023,6
36093,2018,49
36093,2019,46
36093,2020,55
36093,2021,39
36093,2022,58
36093,2023,62
36094,2018,9
36094,2019,7
36094,2020,5
36094,2021,5
36094,2022,7
36094,2023,7
36095,2018,3
36095,2020,2
36095,2021,4
36095,2022,2
36095,2023,4
36096,2018,1
36096,2019,2
36096,2021,4
36096,2022,3
36096,2023,2
36097,2018,3
36097,2019,1
36097,2020,4
36097,2021,2
36097,2022,3
36097,2023,5
36098,2021,1
36099,2018,4
36099,2019,4
36099,2020,5
36099,2021,6
36099,2022,6
36099,2023,7
36100,2018,3
36100,2019,1
36100,2020,2
36100,2021,4
36100,2022,5
36100,2023,1
36101,2018,19
36101,2019,9
36101,2020,9
36101,2021,9
36101,2022,6
36101,2023,6
36102,2019,3
36103,2018,29
36103,2019,24
36103,2020,20
36103,2021,36
36103,2022,20
36103,2023,30
36104,2018,3
36104,2019,5
36104,2020,2
36104,2021,4
36104,2022,3
36104,2023,7
36105,2018,6
36105,2019,6
36105,2020,1
36105,2021,4
36105,2022,4
36105,2023,10
36106,2018,2
36106,2021,1
36106,2022,4
36106,2023,1
36107,2018,15
36107,2019,12
36107,2020,19
36107,2021,9
36107,2022,22
36107,2023,11
36108,2018,7
36108,2019,1
36108,2020,1
36108,2021,2
36108,2022,5
36108,2023,3
36109,2018,8
36109,2019,15
36109,2020,7
36109,2021,10
36109,2022,10
36109,2023,6
36110,2018,4
36110,2019,3
36110,2020,3
36110,2021,5
36110,2022,3
36110,2023,4
36111,2018,4
36111,2019,3
36111,2020,1
36111,2021,4
36111,2022,4
36112,2018,3
36112,2019,3
36112,2020,7
36112,2021,7
36112,2022,5
36112,2023,1
36113,2018,12
36113,2019,14
36113,2020,29
36113,2021,10
36113,2022,21
36113,2023,13
36114,2018,2
36114,2019,6
36114,2020,3
36114,2021,2
36114,2022,3
36114,2023,6
36115,2018,4
36115,2021,1
36115,2022,4
36115,2023,2
36116,2018,1
36116,2019,1
36116,2021,1
36116,2022,2
36117,2018,9
36117,2019,4
36117,2020,2
36117,2021,3
36117,2022,6
36117,2023,5
36118,2018,2
36118,2019,2
36118,2020,5
36118,2021,2
36118,2022,3
36118,2023,9
36119,2018,24
36119,2019,17
36119,2020,22
36119,2021,18
36119,2022,22
36119,2023,18
36120,2018,12
36120,2019,4
36120,2020,4
36120,2021,2
36120,2022,7
36120,2023,4
36121,2018,1
36121,2019,2
36121,2020,1
36121,2021,3
36121,2022,3
36121,2023,1
36122,2018,2
36122,2019,2
36122,2020,3
36122,2021,3
36122,2023,2
36123,2018,31
36123,2019,33
36123,2020,38
36123,2021,25
36123,2022,25
36123,2023,25
36124,2018,1
36124,2019,3
36124,2020,5
36124,2021,2
36124,2022,3
36124,2023,1
36125,2023,2
36126,2018,12
36126,2019,7
36126,2020,11
36126,2021,10
36126,2022,10
36126,2023,5
36127,2018,16
36127,2019,19
36127,2020,18
36127,2021,27
36127,2022,17
36127,2023,25
36128,2018,13
36128,2019,19
36128,2020,14
36128,2021,13
36128,2022,19
36128,2023,15
36129,2018,5
36129,2019,12
36129,2020,9
36129,2021,8
36129,2022,7
36129,2023,9
36130,2020,4
36130,2021,1
36130,2022,2
36130,2023,3
36131,2018,5
36131,2019,6
36131,2020,7
36131,2021,5
36131,2022,5
36131,2023,5
36132,2020,1
36133,2018,11
36133,2019,3
36133,2020,3
36133,2021,2
36133,2022,5
36133,2023,6
36134,2018,8
36134,2019,3
36134,2020,8
36134,2021,7
36134,2022,12
36134,2023,3
36135,2018,10
36135,2019,4
36135,2020,2
36135,2021,4
36135,2022,5
36135,2023,10
36136,2019,1
36136,2021,1
36136,2022,1
36136,2023,3
36137,2018,7
36137,2019,4
36137,2020,2
36137,2021,5
36137,2022,5
36137,2023,5
36138,2018,1
36138,2019,3
36138,2021,2
36138,2022,2
36138,2023,1
36139,2018,9
36139,2019,7
36139,2020,2
36139,2021,4
36139,2022,5
36139,2023,6
36140,2018,7
36140,2019,13
36140,2020,20
36140,2021,19
36140,2022,18
36140,2023,13
36141,2018,20
36141,2019,20
36141,2020,25
36141,2021,26
36141,2022,12
36141,2023,23
36142,2018,14
36142,2019,19
36142,2020,13
36142,2021,13
36142,2022,15
36142,2023,10
36143,2018,7
36143,2019,7
36143,2020,3
36143,2021,4
36143,2022,4
36143,2023,2
36144,2018,2
36144,2019,1
36144,2021,4
36144,2022,4
36144,2023,4
36145,2019,5
36145,2020,2
36145,2021,2
36145,2022,3
36145,2023,1
36146,2018,13
36146,2019,17
36146,2020,10
36146,2021,18
36146,2022,17
36146,2023,13
36147,2018,2
36147,2021,1
36147,2022,3
36147,2023,2
36148,2018,2
36148,2019,8
36148,2020,7
36148,2021,6
36148,2022,3
36148,2023,6
36149,2018,11
36149,2019,9
36149,2020,13
36149,2021,10
36149,2022,9
36149,2023,11
36150,2018,4
36150,2019,10
36150,2020,18
36150,2021,9
36150,2022,3
36150,2023,12
36152,2018,2
36152,2019,3
36152,2020,3
36152,2021,4
36152,2022,4
36152,2023,3
36153,2018,7
36153,2019,4
36153,2020,5
36153,2021,4
36153,2022,3
36153,2023,3
36154,2018,35
36154,2019,21
36154,2020,21
36154,2021,23
36154,2022,26
36154,2023,22
36155,2018,18
36155,2019,24
36155,2020,17
36155,2021,24
36155,2022,16
36155,2023,16
36156,2018,6
36156,2019,4
36156,2020,5
36156,2021,4
36156,2022,6
36156,2023,3
36157,2018,1
36157,2019,4
36157,2020,4
36157,2021,5
36157,2022,1
36157,2023,4
36158,2018,19
36158,2019,23
36158,2020,25
36158,2021,20
36158,2022,25
36158,2023,23
36159,2018,38
36159,2019,46
36159,2020,44
36159,2021,42
36159,2022,54
36159,2023,43
36160,2018,4
36160,2019,4
36160,2020,5
36160,2021,3
36160,2022,5
36160,2023,4
36161,2018,8
36161,2019,15
36161,2020,8
36161,2021,10
36161,2022,8
36161,2023,10
36162,2018,16
36162,2019,16
36162,2020,16
36162,2021,16
36162,2022,11
36162,2023,14
36163,2018,4
36163,2019,4
36163,2020,5
36163,2021,5
36163,2022,9
36163,2023,9
36164,2018,2
36164,2020,3
36164,2021,5
36164,2022,2
36164,2023,4
36165,2018,15
36165,2019,8
36165,2020,6
36165,2021,8
36165,2022,15
36165,2023,11
36166,2018,3
36166,2020,3
36166,2021,4
36166,2022,3
36166,2023,4
36167,2018,2
36167,2019,1
36167,2020,1
36167,2021,1
36167,2022,3
36167,2023,3
36168,2018,10
36168,2019,9
36168,2020,8
36168,2021,8
36168,2022,19
36168,2023,14
36169,2018,5
36169,2019,2
36169,2020,7
36169,2021,7
36169,2022,3
36169,2023,4
36170,2018,2
36170,2021,1
36170,2022,1
36170,2023,2
36171,2018,26
36171,2019,21
36171,2020,18
36171,2021,31
36171,2022,30
36171,2023,25
36172,2018,6
36172,2019,6
36172,2020,9
36172,2021,8
36172,2022,4
36172,2023,8
36173,2018,12
36173,2019,6
36173,2020,6
36173,2021,8
36173,2022,7
36173,2023,6
36174,2018,7
36174,2019,2
36174,2020,8
36174,2021,10
36174,2022,7
36174,2023,5
36175,2018,1
36175,2019,8
36175,2020,10
36175,2021,13
36175,2022,4
36175,2023,6
36176,2018,5
36176,2019,4
36176,2020,6
36176,2021,6
36176,2022,7
36176,2023,10
36177,2018,3
36177,2019,3
36177,2020,4
36177,2021,6
36177,2022,4
36177,2023,3
36178,2018,4
36178,2019,3
36178,2020,5
36178,2021,2
36178,2022,1
36178,2023,1
36179,2018,1
36179,2019,4
36179,2020,2
36179,2021,1
36179,2022,4
36179,2023,2
36180,2018,12
36180,2019,12
36180,2020,16
36180,2021,17
36180,2022,19
36180,2023,11
36181,2018,3
36181,2020,2
36181,2021,3
36181,2023,2
36182,2018,5
36182,2019,14
36182,2020,8
36182,2021,16
36182,2022,9
36182,2023,9
36184,2018,5
36184,2019,5
36184,2020,9
36184,2021,10
36184,2022,13
36184,2023,1
36185,2018,7
36185,2019,4
36185,2020,8
36185,2021,6
36185,2022,4
36185,2023,4
36186,2019,5
36186,2020,3
36186,2021,2
36186,2022,6
36187,2018,3
36187,2019,1
36187,2020,6
36187,2021,2
36187,2022,5
36187,2023,5
36188,2018,2
36188,2019,2
36188,2020,4
36188,2021,1
36188,2022,1
36188,2023,4
36189,2018,16
36189,2019,14
36189,2020,13
36189,2021,8
36189,2022,18
36189,2023,12
36190,2018,2
36190,2019,2
36190,2020,4
36190,2021,3
36190,2022,1
36190,2023,2
36191,2018,2
36191,2019,3
36191,2020,4
36191,2021,7
36191,2022,5
36191,2023,6
36192,2018,58
36192,2019,57
36192,2020,51
36192,2021,50
36192,2022,62
36192,2023,51
36193,2018,4
36193,2019,7
36193,2020,4
36193,2021,6
36193,2022,1
36193,2023,5
36194,2018,16
36194,2019,6
36194,2020,10
36194,2021,17
36194,2022,13
36194,2023,17
36195,2018,2
36195,2019,2
36195,2020,3
36195,2021,2
36195,2022,3
36195,2023,5
36196,2020,2
36196,2021,2
36196,2022,2
36196,2023,1
36197,2018,4
36197,2019,4
36197,2020,3
36197,2021,3
36197,2022,2
36197,2023,2
36198,2018,6
36198,2019,1
36198,2020,4
36198,2021,6
36198,2022,3
36198,2023,2
36199,2018,11
36199,2019,10
36199,2020,10
36199,2021,12
36199,2022,5
36199,2023,11
36200,2018,25
36200,2019,22
36200,2020,20
36200,2021,19
36200,2022,32
36200,2023,15
36202,2018,71
36202,2019,76
36202,2020,83
